id,r,x,y,orig_id,forum,mod_class,component_id
38,25.88539,1526.0308,-755.0436,38,western journal of nursing research,1,0
39,44.16107,-113.61384,-1236.1359,39,science translational medicine,0,0
40,41.16675,1156.6587,-1707.698,40,annals of internal medicine,1,0
41,38.63707,-497.12912,-1674.948,41,annals of surgical oncology,3,0
42,46.432625,-433.19617,-1171.3353,42,journal of clinical oncology,3,0
43,27.38255,129.06602,-2222.9724,43,journal of translational medicine,3,0
44,30.78988,1209.4698,-15.827919,44,personalized medicine,1,0
45,120,-922.5886,-2449.0354,45,plos one,0,0
46,25.575632,477.18433,-1518.654,46,clinical lung cancer,3,0
47,22.994322,-704.9874,-1281.2708,47,chronic respiratory disease,3,0
48,30.273619,-850.31976,-1437.6812,48,lancet oncology,3,0
49,28.260197,-202.57272,-793.3114,49,biology of blood and marrow transplantation,3,0
50,28.931337,-1005.46155,-1369.97,50,lung cancer,3,0
51,41.88952,-211.00975,-1893.9242,51,annals of surgery,3,0
52,50.717606,1246.3219,-1622.6171,52,american heart journal,1,0
53,46.58751,-543.70935,-1492.2861,53,cancer,3,0
54,32.28704,606.5115,-2520.837,54,journal of clinical epidemiology,1,0
55,37.03665,-413.21057,-1468.4708,55,cancer investigation,3,0
56,28.053692,-386.827,-2135.1414,56,leukemia and lymphoma,3,0
57,22.994322,-885.64233,-1299.9169,57,australian family physician,3,0
58,25.007744,-713.9515,-2068.8489,58,journal of world health and population,3,0
59,27.485802,-530.07306,-1983.1669,59,bone marrow transplantation,3,0
60,32.132164,-590.3087,-1185.4358,60,the oncologist,3,0
61,30.94476,101.638214,-1731.8616,61,value in health,3,0
62,23.252453,-981.1923,-591.6033,62,the journal of supportive oncology,3,0
63,35.43624,-898.71484,-2228.9055,63,radiology,3,0
64,34.816727,1710.0958,-252.67065,64,jama internal medicine,1,0
65,24.38823,296.14127,-1813.3431,65,european respiratory journal,3,0
66,26.195147,-1007.652,-536.6717,66,clinical genitourinary cancer,3,0
67,24.284977,-1128.9783,-1009.33014,68,the international journal of chronic obstructive pulmonary disease,3,0
68,34.868355,854.4689,-2395.1316,69,trials,1,0
69,24.956118,800.7734,-807.57806,70,drugs,1,0
70,22.994322,-91.02353,-1743.2136,71,internal medicine journal,3,0
71,26.350025,820.5865,-1940.3604,72,palliative and supportive care,1,0
72,22.89107,-238.1081,-396.9706,73,toxicology and applied pharmacology,0,0
73,20.309757,878.18097,-986.5703,74,journal of toxicology and environmental health part a,0,0
74,20.774393,-1176.909,472.37405,75,toxicological and environmental chemistry,9,0
75,26.814661,-157.21178,-836.8442,76,circulation research,0,0
76,24.697987,-49.51446,-933.95557,77,genetics: a periodical record of investigations bearing on heredity and variation,0,0
77,24.38823,-70.77123,-561.7706,78,american journal of physiology - heart and circulatory physiology,1,0
78,22.942696,-1260.0227,-1428.6277,79,advances in experimental medicine and biology,0,0
79,48.755806,-658.6172,-1488.6616,80,journal of clinical investigation,0,0
80,34.91998,539.0921,-1842.733,82,american journal of respiratory and critical care medicine,0,0
81,43.748062,-224.15965,-1262.233,83,blood,0,0
82,22.271553,-233.92316,-166.82648,84,journal of pharmaceutical sciences,0,0
83,21.342281,-500.1663,-549.32916,85,current opinion in microbiology,0,0
84,27.485802,-1370.3049,-282.90475,86,nature materials,9,0
85,29.29272,-250.18571,-1547.6626,87,journal of allergy and clinical immunology,0,0
86,32.5968,1901.6971,-1959.7908,88,critical care medicine,1,0
87,21.806917,72.47207,54.39034,89,medchemcomm,0,0
88,23.97522,530.9096,-2390.834,90,elife,0,0
89,26.711409,-977.0248,-1302.0441,91,immunity,0,0
90,29.602478,-668.80963,-1806.355,92,vaccine,0,0
91,32.390293,-469.77905,-1399.0731,93,journal of immunology,0,0
92,21.032524,470.55792,-918.6039,94,nature reviews microbiology,0,0
93,24.130098,-753.4819,-908.251,95,disease models and mechanisms,0,0
94,21.342281,207.58997,330.74078,96,peptides,0,0
95,22.529686,-51.754627,-1058.8955,97,molecular immunology,0,0
96,26.14352,1013.25006,-2240.8967,98,journal of heart and lung transplantation,1,0
97,22.426434,1463.3622,238.52016,99,military psychology,4,0
98,26.608156,-90.12184,-2253.0664,100,neuroscience letters,4,0
99,25.214249,929.85785,473.66806,101,journal of addiction medicine,4,0
100,21.858543,692.1838,-1304.1157,102,alcohol,4,0
101,32.545174,1361.5339,-329.07617,103,"preventing chronic diseases: public health research, practice, and policy",1,0
102,23.613836,-265.4569,-2105.6897,104,alcoholism: clinical and experimental research,0,0
103,25.110996,-14.816797,-2266.744,105,experimental neurology,3,0
104,26.453278,-314.68088,-323.1796,106,neurobiology of aging,4,0
105,29.602478,646.0874,-1528.2373,107,journal of visualized experiments,0,0
106,32.132164,-895.6672,-105.881645,108,biomaterials,9,0
107,26.350025,-464.68262,-2456.3386,109,annals of biomedical engineering,9,0
108,25.007744,-1082.2144,-546.00287,110,journal of biomedical materials research part a,9,0
109,21.032524,-1251.5106,-587.5216,111,current opinion in chemical engineering,9,0
110,20.051626,2460.7979,1494.8457,112,tampa bay times,1,1
111,20.051626,2434.081,1658.6914,113,poynter online,1,1
112,20.154879,574.7894,-1707.273,114,bahrain medical bulletin,3,0
113,20.154879,321.4781,-1936.8785,115,mediterranean journal of hematology and infectious diseases,3,0
114,24.38823,-221.79329,-1624.248,116,pediatric blood and cancer,3,0
115,20.567888,-255.97398,-2691.0793,117,foot and ankle clinics,9,0
116,31.048012,-131.96413,-2615.4683,118,journal of bone and joint surgery: american volume,9,0
117,21.652039,-495.8704,-2515.736,119,techniques in foot and ankle surgery,9,0
118,21.755291,-329.85364,-2438.3264,120,clinical biomechanics,9,0
119,28.311821,-933.7983,-183.69925,121,journal of orthopaedic research,9,0
120,30.428497,42.432262,-2504.295,122,osteoarthritis and cartilage,9,0
121,22.116676,-465.1961,-2577.497,123,foot and ankle international,9,0
122,24.336603,-55.718933,-2596.9106,124,journal of surgical orthopaedic advances,9,0
123,27.95044,-978.1135,-351.57867,125,arthritis research and therapy,9,0
124,21.445534,-398.0515,-2437.4058,126,current reviews in musculoskeletal medicine,9,0
125,22.632938,890.67126,-603.79224,127,current medicinal chemistry,1,0
126,28.260197,-867.8765,-541.7607,128,cancer chemotherapy and pharmacology,3,0
127,23.56221,-439.84195,-506.07523,129,trends in pharmacological sciences,0,0
128,27.847187,313.54514,-2000.8966,130,international journal of gynecological cancer,3,0
129,38.58544,1430.1841,-1694.8105,131,circulation: cardiovascular quality and outcomes,1,0
130,27.898813,-176.70697,-2173.6653,132,journal of neurosurgery,3,0
131,23.200827,267.76343,-1115.6351,133,journal of neuropathology and experimental neurology,4,0
132,20.567888,-794.2912,-1641.784,134,core evidence,3,0
133,26.608156,-841.3581,-789.83093,135,molecular cancer research,3,0
134,21.703665,-650.6325,-846.6698,136,neurosurgical focus,3,0
135,21.755291,-647.3166,-860.89154,137,clinical neurology and neurosurgery,0,0
136,24.181725,-528.97144,-934.76105,138,current drug discovery technologies,3,0
137,28.828085,-585.86487,-2387.4858,139,journal of clinical neuroscience,3,0
138,28.466702,-437.5146,-1563.5536,140,journal of neuro-oncology,3,0
139,20.567888,371.84735,-1553.8916,141,international journal of oncology,3,0
140,22.478058,-171.87782,-1692.3063,142,cns neuroscience and therapeutics,3,0
141,44.883842,26.312,-1664.4128,143,international journal of radiation: oncology - biology - physics,3,0
142,21.187403,-868.7478,-1776.4238,144,computers in biology and medicine,3,0
143,23.30408,-850.9689,-744.42114,145,journal of applied clinical medical physics [electronic resource] / american college of medical physics,3,0
144,34.197212,-382.54822,-927.0846,146,medical physics,3,0
145,30.841507,-694.7627,-1209.2347,147,physics in medicine and biology,3,0
146,24.956118,-930.6368,-1362.5015,148,technology in cancer research and treatment,3,0
147,21.548786,676.4565,620.06305,149,learning and memory,4,0
148,24.904491,1228.1887,689.91284,150,psychological medicine,4,0
149,25.575632,885.52374,717.02655,151,neuropsychologia,4,0
150,36.830147,-24.180218,-1567.2297,152,the journal of neuroscience,4,0
151,20.41301,820.26227,677.0065,153,infant behavior and development,4,0
152,21.135777,633.2084,1046.5259,154,applied ergonomics: human factors in technology and society,4,0
153,20.980898,689.0261,837.543,155,"cognitive, affective and behavioral neuroscience",4,0
154,21.703665,1808.822,853.77075,156,schizophrenia bulletin,4,0
155,25.678885,1041.2485,1230.2203,157,progress in neuro-psychopharmacology and biological psychiatry,4,0
156,20,-930.54083,2592.746,158,proceedings of the american mathematical society,2,2
157,20.41301,1385.2227,1783.7124,159,journal of monetary economics,2,0
158,20.051626,971.17926,1736.8396,160,journal of real estate finance and economics,2,0
159,24.078472,956.9485,-789.9116,161,journal of pediatric surgery,1,0
160,20.258131,-222.571,-1746.7477,162,pediatric surgery international,3,0
161,22.013422,-320.07385,-2000.9144,163,journal of laparoendoscopic and advanced surgical techniques,3,0
162,20.258131,306.6477,-1917.9495,164,european journal of pediatric surgery,3,0
163,28.466702,216.30347,-2102.7642,165,journal of the american college of surgeons,3,0
164,21.548786,-1060.4612,1768.4895,166,proceedings / international conference on data engineering. international conference on data engineering,2,0
165,21.135777,-1050.013,1840.0698,167,"2011 international conference on distributed computing in sensor systems and workshops, dcoss'11",2,0
166,21.961796,-1043.8052,1556.0565,168,proceedings of the annual acm-siam symposium on discrete algorithms,2,0
167,21.806917,-880.76337,1687.2821,170,proceedings of the annual symposium on computational geometry,2,0
168,20.980898,-941.38434,1711.894,171,gis: proceedings of the acm international symposium on advances in geographic information systems,2,0
169,23.200827,-904.4718,1835.5175,172,acm international conference proceeding series,2,0
170,21.445534,-955.7004,1786.7485,173,algorithmica: an international journal in computer science,2,0
171,25.988642,87.864075,-848.0111,174,ecological applications,8,0
172,21.135777,-951.2615,1464.9797,175,annual symposium on foundations of computer science,2,0
173,21.393908,-1008.86505,1674.3558,176,proceedings of the acm sigact-sigmod-sigart symposium on principles of database systems,2,0
174,22.632938,-870.23883,1617.7921,177,proceedings of the acm sigkdd international conference on knowledge discovery and data mining,2,0
175,21.342281,-836.3967,1776.2324,178,ieee transactions on knowledge and data engineering,2,0
176,21.08415,-1000.55145,1744.8947,179,computational geometry: theory and applications,2,0
177,21.445534,-1111.2552,1549.4099,180,siam journal on computing,2,0
178,21.548786,-1071.1682,1699.1434,181,proceedings / acm-sigmod international conference on management of data. acm-sigmod international conference on management of data,2,0
179,21.342281,-1147.4668,1462.7577,182,proceedings of the annual acm symposium on theory of computing,2,0
180,21.187403,-997.6297,1607.7544,183,acm transactions on algorithms,2,0
181,20.980898,-801.70734,1682.4951,184,theory of computing systems,2,0
182,21.806917,-1066.499,1627.2147,185,ieee acm transactions on networking,2,0
183,21.342281,-1779.2487,-1167.0173,186,"nuclear instruments and methods in physics research section a: accelerators, spectrometers, detectors, and associated equipment",9,0
184,28.879711,-1703.8827,-1075.9459,187,physical review letters,9,0
185,29.137842,588.93915,-1590.4061,188,science signaling,0,0
186,23.097574,-273.1617,-540.8799,189,molecular pharmacology,0,0
187,45.03872,224.71185,-1885.5128,190,nature,0,0
188,25.524006,484.08133,-2146.7566,191,nature chemical biology,0,0
189,20.722767,179.59074,-272.32788,192,annual review of pharmacology and toxicology,0,0
190,23.355705,-615.27936,-804.3531,193,molecular systems biology,0,0
191,23.097574,-119.0051,-1060.715,194,acs chemical biology,0,0
192,20.929272,1131.305,612.9497,195,"child welfare: journal of policy, practice and program",4,0
193,22.529686,1004.0963,849.9731,196,journal of interpersonal violence: concerned with the study and treatment of victims and perpetrators of physical and sexual violence,4,0
194,28.053692,91.730255,-1821.0886,197,journal of virology,0,0
195,32.235416,-703.86847,-722.0707,198,plos pathogens,0,0
196,24.904491,862.86957,-226.05443,199,journal of experimental medicine,0,0
197,27.640682,-514.49896,-79.17862,200,journal of immunological methods,0,0
198,48.239548,1924.6537,-1784.8976,201,new england journal of medicine,1,0
199,23.355705,-997.5843,-419.75015,202,trends in microbiology,0,0
200,22.839443,335.94937,-1617.781,203,nature structural and molecular biology,0,0
201,23.97522,-1064.4587,-714.5016,204,retrovirology,0,0
202,25.937016,-767.6642,-357.42328,205,journal of proteome research,0,0
203,32.75168,-1048.642,-453.06006,206,journal of the american chemical society,9,0
204,31.667526,-117.31395,409.63425,207,plos computational biology,0,0
205,23.613836,-735.9192,-309.0647,208,frontiers in immunology,0,0
206,20.774393,-409.14868,78.109055,209,journal of applied ecology,8,0
207,20.774393,628.4804,-13.503525,210,behavioral ecology,8,0
208,22.065048,-519.2389,-357.1768,211,animal behaviour,8,0
209,22.684565,761.5787,25.168213,212,american journal of physical anthropology,8,0
210,24.543108,-304.09253,-537.946,213,the american naturalist,8,0
211,21.91017,657.3745,-876.9324,214,american journal of primatology,8,0
212,25.88539,533.4587,-2473.136,215,molecular ecology,8,0
213,23.097574,441.66547,-2058.5535,216,genome biology and evolution,8,0
214,26.091894,-1088.7557,-1119.9133,217,proceedings of the royal society of london: biological sciences,8,0
215,22.271553,116.47068,-742.4356,218,behavioral ecology and sociobiology,8,0
216,21.652039,291.3168,92.25264,219,hormones and behaviour,8,0
217,28.466702,655.0838,-1735.0635,220,philosophical transactions of the royal society of london: biological sciences,8,0
218,20.980898,-153.56319,-787.30707,221,general and comparative endocrinology,8,0
219,21.600412,-101.527504,653.26636,222,boundary-layer meteorology: an international journal of physical and biological processes in the atmospheric boundary layer,8,0
220,20.82602,-468.23547,750.05774,223,hydrological processes,8,0
221,20.309757,-551.96234,901.0082,224,agricultural water management,8,0
222,22.89107,-157.7976,809.04675,225,water resources research,8,0
223,20.309757,-497.5581,942.8393,226,journal of environmental sciences,8,0
224,22.116676,-95.53487,713.06366,227,advances in water resources,8,0
225,21.600412,-723.21,774.8398,228,environmental fluid mechanics,8,0
226,21.548786,-1152.6262,186.96735,229,marine pollution bulletin,9,0
227,26.195147,-916.53656,-611.5952,230,journal of clinical microbiology,0,0
228,24.439856,-324.16397,-600.7296,231,pharmacotherapy,0,0
229,21.755291,21.658949,-872.72144,232,hematology / oncology clinics of north america,0,0
230,22.73619,-741.12,-475.45703,233,diagnostic microbiology and infectious disease,0,0
231,25.782137,-762.7163,-238.93405,234,emerging infectious diseases,0,0
232,35.384617,-983.59045,-1647.907,235,journal of infectious diseases,0,0
233,20.82602,632.9879,-842.63885,236,pharmaceutical development and technology,0,0
234,22.478058,705.791,-705.05316,237,"seminars in respiratory and critical care medicine: pulmonology, critical care, allergy and immunology, infections",0,0
235,30.480124,220.74298,-2246.6821,238,clinical infectious diseases,0,0
236,25.47238,-609.5513,-921.9821,239,"european journal of clinical microbiology and infectious diseases: an international journal on pathogenesis, diagnosis, epidemiology, therapy, and prevention of infectious diseases",0,0
237,27.53743,627.2115,-2117.3542,240,clinical transplantation,1,0
238,24.697987,-231.15742,22.883604,241,transplant infectious disease,0,0
239,23.923594,-6.7318954,-1131.1774,242,medical mycology,0,0
240,21.755291,632.64075,-797.0593,243,clinics in laboratory medicine,0,0
241,34.868355,1718.3282,-1972.4863,244,journal of thrombosis and thrombolysis,1,0
242,36.520393,1061.4879,-1703.9373,245,american journal of medicine,1,0
243,50.407845,1107.6532,-1456.1279,246,jama: journal of the american medical association,1,0
244,41.47651,1136.3987,-1584.7402,247,circulation,1,0
245,23.768715,1017.20386,-364.68118,248,cardiovascular revascularization medicine,1,0
246,32.70005,1825.4958,-1425.6223,249,european heart journal,1,0
247,32.080536,1200.9581,-2404.2607,250,lancet neurology,1,0
248,41.941147,1079.0922,-1790.2909,251,journal of thoracic and cardiovascular surgery,1,0
249,22.426434,1414.2307,-2161.9458,252,circulation journal,1,0
250,44.16107,1435.0018,-1567.1798,253,journal of the american college of cardiology,1,0
251,26.14352,2103.3933,-1457.3375,254,current cardiology reports,1,0
252,37.39804,1323.4229,-1512.6908,255,american journal of cardiology,1,0
253,22.529686,1199.619,-1196.6213,256,cardiovascular drugs and therapy,1,0
254,24.336603,778.1391,-1734.8508,257,journal of thrombosis and haemostasis,1,0
255,30.067114,1561.373,-516.1331,258,lancet,1,0
256,25.214249,659.20184,-1815.2404,259,cardiology journal,1,0
257,25.05937,988.63654,-204.03024,261,expert opinion on drug safety,1,0
258,23.923594,1584.5325,-216.98877,262,journal of interventional cardiac electrophysiology: an international journal of arrhythmias and pacing,1,0
259,23.252453,1142.6514,-557.1181,263,journal of invasive cardiology,1,0
260,28.208569,2198.9333,-1076.8534,264,journal of cardiothoracic and vascular anesthesia,1,0
261,42.715538,1026.4847,-2016.8945,265,annals of thoracic surgery,1,0
262,28.621578,2007.9873,-1709.6144,266,clinical cardiology (hoboken): an indexed and peer-reviewed journal for advances in the treatment of cardiovascular disease,1,0
263,35.02323,2066.7212,-1545.202,267,archives of internal medicine,1,0
264,28.673206,2039.504,-1298.4215,268,evidence report/technology assessment,1,0
265,24.749613,739.2946,-1348.7153,269,the journal of heart valve disease,1,0
266,31.874031,1504.406,-2161.7104,270,journal of the american heart association,1,0
267,28.569954,2072.8235,-1382.4677,271,jacc: cardiovascular interventions,1,0
268,30.78988,-1090.2233,-1753.4451,272,immunologic research: a selective reference to current research and practice,0,0
269,24.439856,1753.7539,-1758.7711,273,respiratory care: a monthly science journal,1,0
270,20.309757,860.3273,-1212.5577,274,clinical pulmonary medicine,0,0
271,20.258131,-526.46216,-1417.4802,275,molecular cancer,3,0
272,31.151264,-1395.555,-1349.0477,276,"cancer epidemiology, biomarkers and prevention",3,0
273,30.893135,20.034456,-1463.7487,277,american journal of epidemiology,4,0
274,20.619514,663.5905,-393.44037,278,cancer science,0,0
275,20.41301,-382.62207,-1094.8945,279,carcinogenesis,3,0
276,21.239029,814.54333,-2069.5737,280,journal of cardiovascular magnetic resonance,1,0
277,23.458958,1763.6213,-2052.4285,281,journal of nuclear cardiology,1,0
278,26.453278,104.96906,1336.6134,282,biometrics,2,0
279,22.426434,-1112.4946,-2082.8706,283,international journal of cardiovascular imaging,3,0
280,28.673206,1593.224,-2161.9495,284,circulation: cardiovascular interventions,1,0
281,21.290655,910.0316,-1472.857,285,cardiac electrophysiology clinics,1,0
282,24.23335,1313.6082,-961.6591,286,annals of noninvasive electrocardiology,1,0
283,28.053692,1423.4266,-648.7987,287,heart rhythm,1,0
284,33.422817,1099.121,-1346.0807,288,journal of cardiac failure,1,0
285,24.697987,615.45337,-1340.2598,289,europace,1,0
286,29.808983,2166.8237,-1391.4286,290,patient preference and adherence,1,0
287,25.007744,1667.8508,-1429.7987,291,circulation: arrhythmia and electrophysiology,1,0
288,25.007744,1251.6138,-1952.5731,292,journal of cardiovascular electrophysiology,1,0
289,22.73619,765.2952,-1420.3893,293,expert review of cardiovascular therapy,1,0
290,24.026846,737.00055,-2292.7402,294,pacing and clinical electrophysiology,1,0
291,28.982964,2035.8275,-1785.2019,295,american journal of kidney diseases,1,0
292,24.130098,1645.2926,-1933.063,296,studies in health technology and informatics,1,0
293,27.021166,-85.16084,-231.10184,297,pharmacogenomics journal,4,0
294,20.567888,320.19443,-610.3882,298,bmc proceedings,0,0
295,26.091894,-1089.4924,-836.4256,299,bioinformatics,0,0
296,30.686628,686.6057,-1389.4344,300,american journal of human genetics,0,0
297,23.458958,-527.0524,-1158.7054,301,genetic epidemiology,3,0
298,38.8952,21.083832,134.93317,302,plos genetics,0,0
299,23.252453,1296.2499,693.49976,303,research in developmental disabilities,4,0
300,25.214249,-351.54498,242.24182,304,nature reviews: genetics,0,0
301,27.743935,-963.2005,-779.6333,305,bmc infectious diseases,0,0
302,27.38255,447.0288,-1979.6716,306,american journal of physiology - lung cellular and molecular physiology,0,0
303,30.480124,624.62006,-1657.6716,307,journal of applied physiology,1,0
304,25.47238,1327.2947,-1308.7631,308,vascular medicine: the international journal of research review and clinical practice,1,0
305,24.749613,1033.4003,-2388.844,309,"arteriosclerosis, thrombosis and vascular biology",1,0
306,22.581312,1579.7146,-1635.6411,310,journal of nutrition and metabolism,1,0
307,21.703665,475.7091,-517.5976,311,nitric oxide: biology and chemistry,0,0
308,20.82602,542.3426,-381.77002,312,respiratory physiology and neurobiology,1,0
309,23.097574,286.62274,-393.08652,313,the journal of physiology,4,0
310,32.70005,356.95932,-2212.1147,314,cancer prevention research,3,0
311,46.845634,1039.4535,-737.7928,315,contemporary clinical trials,1,0
312,25.420753,913.6227,-1348.3568,316,clinical rheumatology,1,0
313,21.032524,1908.888,-1055.0065,317,"health services and outcomes research methodology: an international journal devoted to quantitative methods for the study of the utilization, quality, cost and outcomes of health care",1,0
314,29.241095,1022.711,-1024.1584,318,bmc musculoskeletal disorders,1,0
315,21.806917,1931.4294,-861.17914,319,european musculoskeletal review,9,0
316,26.14352,-872.0637,25.326265,320,journal of rheumatology,1,0
317,22.632938,1694.7356,-1121.0687,321,health education research,1,0
318,20.929272,1511.688,-958.821,322,journal of aging and physical activity,1,0
319,25.007744,796.35693,-1851.3425,323,journal of physical activity and health,1,0
320,33.887455,1880.2627,-439.58612,324,annals of behavioral medicine,1,0
321,22.787815,1105.0643,-1102.1284,325,seminars in arthritis and rheumatism,9,0
322,29.602478,-1141.0939,-493.10846,326,arthritis and rheumatism,9,0
323,29.86061,888.3962,-776.48346,327,arthritis care and research,1,0
324,29.808983,-870.81616,-482.1832,328,american journal of obstetrics and gynecology,3,0
325,24.23335,1389.6713,-1489.6254,329,british journal of anaesthesia,3,0
326,20.980898,483.68018,-1169.9896,330,international journal of obstetric anesthesia,3,0
327,29.137842,900.98114,-1630.6879,331,anesthesia and analgesia,1,0
328,20.722767,377.26978,-1741.6145,332,journal of neonatal-perinatal medicine,3,0
329,21.135777,970.4219,-1644.1925,333,journal of clinical anesthesia,1,0
330,22.478058,-577.0361,-984.44604,334,reproductive sciences,3,0
331,26.504904,464.46646,-2430.1826,335,molecular vision,0,0
332,20.929272,-551.6314,-176.54688,336,saudi journal of ophthalmology,0,0
333,24.284977,-469.121,302.493,337,current eye research,0,0
334,23.407331,-712.91187,248.07153,338,archives of ophthalmology,0,0
335,25.007744,777.87604,-939.23016,339,experimental eye research,0,0
336,35.281364,-1326.7373,-1010.4329,340,investigative ophthalmology and visual science,0,0
337,32.18379,650.5334,-2260.1714,341,patient education and counseling,1,0
338,21.49716,-116.26797,-45.079666,342,ophthalmic genetics,0,0
339,38.172432,492.24634,-2307.8027,343,nature genetics,0,0
340,23.768715,-634.04816,115.66814,344,journal of glaucoma,0,0
341,31.306145,-749.1078,186.79791,345,american journal of ophthalmology,0,0
342,32.44192,265.71747,-2179.3975,346,human genetics,0,0
343,21.290655,28.318811,-1189.5815,347,international journal of ophthalmology,0,0
344,22.994322,-570.17224,-403.06677,348,eye,0,0
345,25.214249,-533.49713,-1223.4971,349,surgery,3,0
346,32.75168,-595.09906,-1101.3958,350,british journal of cancer,3,0
347,25.782137,-1133.0774,-1070.6969,351,stem cells,0,0
348,26.96954,-829.81433,-667.8829,352,development (cambridge),0,0
349,25.47238,-214.67534,-2582.5027,353,journal of the american academy of orthopaedic surgeons,9,0
350,21.393908,32.066177,-1049.2927,354,tissue engineering part b: reviews,0,0
351,22.632938,-311.85712,-1052.7426,355,analytical biochemistry,0,0
352,21.703665,409.2982,-2587.1377,356,journal of children's orthopaedics,9,0
353,21.393908,147.1861,-122.88835,357,acta myologica,0,0
354,39.927723,-334.4284,-1533.1215,358,cancer research,3,0
355,31.822407,-1016.6848,-1175.6483,359,cell,0,0
356,22.116676,-590.73236,-523.0618,360,european journal of paediatric neurology,0,0
357,22.994322,-533.8897,-1066.3601,361,bone and joint journal,3,0
358,26.814661,1338.0575,-908.2423,362,journal of medical internet research,1,0
359,22.271553,-596.7468,-2644.9954,363,instructional course lectures,9,0
360,21.858543,489.6453,-1277.535,364,accounts of chemical research,0,0
361,21.703665,10.38756,259.475,365,cellular and molecular life sciences,0,0
362,25.265875,-107.8747,-738.97485,366,neoplasia,0,0
363,30.686628,757.33203,-1056.1046,367,oncogene,0,0
364,22.426434,-383.73138,-2656.7766,368,journal of pediatric orthopaedics,9,0
365,29.395973,-659.74475,-2130.9326,369,molecular cancer therapeutics,3,0
366,21.49716,138.2339,-2467.644,370,sports medicine and arthroscopy review,9,0
367,23.820341,72.25157,-343.72357,371,eukaryotic cell,0,0
368,20.567888,-85.44537,-293.09656,372,mycobiology,0,0
369,21.135777,632.46924,-1144.6259,373,topics in current genetics,0,0
370,20.567888,286.72806,-336.57382,374,clinical microbiology reviews,0,0
371,26.350025,79.873764,-1555.5808,375,mbio,0,0
372,20.567888,167.4786,-444.9876,376,fungal genetics and biology,0,0
373,25.73051,106.2522,-8.840857,377,molecular and cellular biology,0,0
374,25.05937,774.1956,-368.82706,378,american journal of hematology,0,0
375,30.583376,-840.91315,-1005.86884,379,expert opinion on pharmacotherapy,0,0
376,21.445534,-134.62248,-2294.322,380,dermatology online journal,3,0
377,21.652039,731.72943,1213.3704,381,marketing science,2,0
378,21.445534,816.76685,1068.8246,382,marketing letters,4,0
379,25.369127,1007.8366,704.716,383,journal of traumatic stress,4,0
380,23.252453,1317.8469,485.2129,384,journal of child psychology and psychiatry,4,0
381,21.032524,1746.1284,962.7401,385,"psychological trauma: theory, research, practice, and policy",4,0
382,23.1492,1563.3876,945.6747,386,administration and policy in mental health and mental health services research,4,0
383,20.309757,1436.3324,1091.2368,387,training and education in psychology,4,0
