id,x,y,author,dept,dept_id
41,716.54517,-1252.0508,"Ginsburg, Geoffrey Steven",Medicine,39
42,1746.8938,-1316.1608,"Blazer III, Dan German",Surgery,68
43,760.4854,815.1897,"Blazer, Daniel German",Psychiatry & Behavioral Sciences,55
44,147.66286,-1689.3938,"Mosca, Paul Joseph",Surgery,68
45,1164.8136,-9.562067,"Taylor Jr., Donald H.",Sanford School of Public Policy,61
46,1717.8711,-373.78885,"Zafar, Syed Yousuf",Medicine,39
47,1760.0645,-553.1194,"Peppercorn, Jeffrey Matthew",Medicine,39
48,1179.0242,-638.14844,"Gradison, Margaret",Community and Family Medicine,14
49,944.6054,187.49783,"Flynn, Kathryn Eve",Psychiatry & Behavioral Sciences,55
50,921.4856,-132.01263,"Porter, Laura Streamo",Psychiatry & Behavioral Sciences,55
51,978.95575,-1339.1619,"Weinfurt, Kevin Phillip",Psychiatry & Behavioral Sciences,55
52,1404.9171,-79.13431,"Salama, April Kelly Scott",Medicine,39
53,2659.321,-896.3383,"Selim, Maria Angelica",Pathology,47
54,163.71034,-2396.8489,"Tyler, Douglas Scott",Surgery,68
55,-120.010994,-1878.9705,"Curtis, Lesley Huntley",Medicine,39
56,1865.6465,237.90842,"Patz Jr., Edward F.",Radiology,58
57,6.170768,-1440.9929,"Schulman, Kevin Alan",Medicine,39
58,-712.7717,-2459.2397,"O'Connor, Christopher Michael",Medicine,39
59,-622.9083,-2248.6938,"Rogers, Joseph G.",Medicine,39
60,517.2899,-224.74548,"Koenig, Harold G.",Psychiatry & Behavioral Sciences,55
61,268.27634,-817.33154,"Pruitt, Scott Knowles",Surgery,68
62,1271.2766,-149.96967,"Scheri, Randall Paul",Surgery,68
63,952.6562,-591.9958,"Bosworth, Hayden Barry",Medicine,39
64,-575.42834,-356.5057,"Bartlett, John Alexander",Medicine,39
65,1739.1417,-461.74908,"Zullig, Leah L",Medicine,39
66,1047.9993,-1039.1025,"Berchuck, Andrew",Obstetrics and Gynecology,44
67,-766.3479,-1479.6858,"Havrilesky, Laura Jean",Obstetrics and Gynecology,44
68,-736.20154,-1423.1764,"Lee, Paula Sowon",Obstetrics and Gynecology,44
69,-685.3997,-1536.3016,"Secord, Angeles Alvarez",Obstetrics and Gynecology,44
70,-673.5451,-1353.39,"Valea, Fidel Arthur",Obstetrics and Gynecology,44
71,-788.5608,-2199.9858,"Califf, Robert M.",Medicine,39
72,1556.9441,-314.5048,"George, Daniel James",Medicine,39
73,1573.9631,-225.64633,"Harrison, Michael Roger",Medicine,39
74,645.79236,-239.0688,"Somers, Tamara J.",Psychiatry & Behavioral Sciences,55
75,-1067.5671,-643.6408,"Abou-Donia, Mohamed Bahie",Pharmacology & Cancer Biology,49
76,427.79425,-604.3005,"Abraham, Dennis M",Medicine,39
77,1742.6428,1082.7452,"Bursac, Nenad",Biomedical Engineering,8
78,579.2732,-1285.8431,"Rockman, Howard Allan",Medicine,39
79,82.84755,-861.64856,"Wolf, Matthew Joseph",Medicine,39
80,422.2125,-1274.6475,"Mao, Lan",Medicine,39
81,-112.77586,-2154.4849,"Marchuk, Douglas Alan",Molecular Genetics and Microbiology,40
82,360.2452,-2048.0518,"Abraham, Soman Ninan",Pathology,47
83,446.6421,-1754.6132,"Staats, Herman Ford",Pathology,47
84,716.3392,-2238.315,"Foster, William Michael",Medicine,39
85,-879.4863,-1092.5591,"Sempowski, Gregory David",Medicine,39
86,221.81947,-1882.6096,"Hollingsworth II, John William",Medicine,39
87,-1887.7694,-449.63196,"Stripp, Barry Raymond",Medicine,39
88,1855.7207,1027.5406,"Leong, Kam",Biomedical Engineering,8
89,443.42828,-2615.8481,"Kraft, Monica",Medicine,39
90,-20.739265,-2110.5742,"Ledford, Julie",Medicine,39
91,-152.47011,-1675.644,"Lugogo, Njira Lucia",Medicine,39
92,159.88963,-749.73627,"Hale, Laura Pope",Pathology,47
93,-1716.829,-125.18897,"Karhausen, Jorn",Anesthesiology,2
94,-1127.9307,160.94736,"Ma, Qing",Anesthesiology,2
95,327.84808,-1910.8538,"Gunn, Michael Dee",Medicine,39
96,202.0081,-2191.4663,"Hartwig, Matthew",Surgery,68
97,293.5694,-2492.2524,"Lin, Shu Shiuh-Shi",Surgery,68
98,388.86444,-2415.9104,"Parker, William",Surgery,68
99,-1502.4839,-723.26843,"Acheson, Shawn K.",Psychiatry & Behavioral Sciences,55
100,588.8835,1595.4769,"Beckham, Jean Crowell",Psychiatry & Behavioral Sciences,55
101,660.30804,1646.9515,"Calhoun, Patrick Shields",Psychiatry & Behavioral Sciences,55
102,-1363.7386,448.3491,"Kuhn, Cynthia Moreton",Pharmacology & Cancer Biology,49
103,-1452.1792,-802.6525,"Swartzwelder, Harry Scott",Psychiatry & Behavioral Sciences,55
104,-1595.856,-777.8541,"Wilson Jr., Wilkie Andrew",Social Science Research Institute,65
105,-106.4219,1510.6039,"Dedert, Eric",Psychiatry & Behavioral Sciences,55
106,-1582.929,-657.04614,"Moore, Scott Daniel",Psychiatry & Behavioral Sciences,55
107,-1639.2201,-574.3682,"Fleming, Rebekah",Psychiatry & Behavioral Sciences,55
108,-1054.4205,-1200.1934,"Gierisch, Jennifer M.",Medicine,39
109,-742.1841,-97.74479,"Levin, Edward Daniel",Psychiatry & Behavioral Sciences,55
110,-821.1299,-184.9748,"Rezvani, Amir H.",Psychiatry & Behavioral Sciences,55
111,663.79865,652.11786,"Bennett, Ellen Ruth",Neurology,43
112,1132.105,-1269.1713,"James, Michael Lucas",Anesthesiology,2
113,695.1176,371.91617,"Lascola, Christopher David",Radiology,58
114,1071.1156,-1109.8212,"Laskowitz, Daniel Todd",Neurology,43
115,1824.5742,-1836.7123,"Vitek, Michael P.",Neurology,43
116,665.2848,-585.7999,"Wang, Haichen",Neurology,43
117,-1066.1556,477.81668,"Madison, Roger D.",Surgery,68
118,-1289.0931,438.51285,"Klein, Rebecca Christine",Psychiatry & Behavioral Sciences,55
119,-337.43857,-603.3146,"Achneck, Hardean",Surgery,68
120,-36.066273,-589.8991,"Truskey, George A.",Biomedical Engineering,8
121,529.5268,-473.0625,"Allen, Jason David",Community and Family Medicine,14
122,20.584656,-1590.9078,"Lawson, Jeffrey Harold",Surgery,68
123,-388.53156,-1928.888,"Milano, Carmelo Alessio",Surgery,68
124,-488.721,-264.49506,"Reichert, William M.",Biomedical Engineering,8
125,309.92715,515.11456,"Adair, Bill",Sanford School of Public Policy,61
126,1418.9705,842.7899,"Adam, Soheir Saeed",Medicine,39
127,-657.42664,-1957.4514,"Ortel, Thomas Lee",Medicine,39
128,-790.9897,-1127.193,"Williams Jr., John Wiley",Medicine,39
129,1573.7017,1728.1891,"Adams Jr., Samuel Bruce",Orthopaedics,46
130,1423.0725,1697.94,"DeOrio, James Keith",Orthopaedics,46
131,1486.2233,1776.133,"Easley, Mark Erik",Orthopaedics,46
132,1464.2231,1615.2839,"Nunley II, James Albert",Orthopaedics,46
133,-2305.7432,2305.1797,"Stinnett, Sandra Sue",Biostatistics & Bioinformatics,9
134,1461.1422,1112.3044,"Setton, Lori A.",Biomedical Engineering,8
135,1560.386,1626.4365,"Queen, Robin Marie",Orthopaedics,46
136,1346.4584,1452.5626,"Bolognesi, Michael Paul",Orthopaedics,46
137,1348.027,1191.8527,"Toth, Alison Patricia",Orthopaedics,46
138,17.425545,-240.01886,"Kraus, Virginia Byers",Medicine,39
139,-1095.9924,77.14476,"Schmitt, Daniel Oliver",Evolutionary Anthropology,29
140,1337.5394,1757.6133,"Parekh, Selene Gunvant",Orthopaedics,46
141,1401.5531,1832.7478,"Butler, Robert John",Community and Family Medicine,14
142,-199.48035,-337.51587,"Adams, David John",Medicine,39
143,910.34564,-1072.1776,"Driscoll, Timothy Alan",Pediatrics,48
144,1180.4061,-148.69562,"Nixon, Andrew Benjamin",Medicine,39
145,76.47323,458.1848,"Adams, Martha Bennett",Medicine,39
146,681.719,-783.11835,"Grambow, Steven C.",Biostatistics & Bioinformatics,9
147,613.1963,518.1884,"Oddone, Eugene Zaverio",Medicine,39
148,-991.0353,-2232.101,"Peterson, Eric David",Medicine,39
149,-770.7768,-1799.9851,"Shah, Bimal Ramesh",Medicine,39
150,2096.2542,-1705.1133,"Adamson, David Cory",Surgery,68
151,2135.8982,-888.8072,"McLendon, Roger Edwin",Pathology,47
152,2765.9412,-868.5774,"Hoffman, Maureane Richardson",Pathology,47
153,1599.0713,-1523.8711,"Turner, Dennis Alan",Surgery,68
154,2053.7502,-1055.463,"Bigner, Darell Doty",Pathology,47
155,416.49234,-323.98718,"Gregory, Simon Gray",Medicine,39
156,2186.509,-1059.8811,"Friedman, Allan Howard",Surgery,68
157,1763.9182,-1408.701,"Lark, Amy Langdon",Pathology,47
158,1724.187,-723.2168,"Kirkpatrick, John P.",Radiation Oncology,57
159,1600.376,640.93256,"Kranz, Peter George",Radiology,58
160,1955.2485,-1057.6906,"Cummings, Thomas John",Pathology,47
161,1899.5397,492.21014,"Adamson, Justus D",Radiation Oncology,57
162,2118.1433,369.2596,"Wu, Qiuwen",Radiation Oncology,57
163,2311.6592,393.36423,"Yin, Fang-Fang",Radiation Oncology,57
164,1736.1362,211.81866,"Bowsher, James E.",Radiation Oncology,57
165,2206.6357,394.95676,"Cai, Jing",Radiation Oncology,57
166,1865.606,584.6206,"Chang, Zheng",Radiation Oncology,57
167,2028.0261,376.6086,"Ren, Lei",Radiation Oncology,57
168,1909.606,641.5327,"Wang, Zhiheng",Radiation Oncology,57
169,1804.0131,509.08298,"Yoo, Sua",Radiation Oncology,57
170,1915.4037,-77.85394,"Horton, Janet Knight",Radiation Oncology,57
171,1385.271,591.35645,"Palta, Manisha",Radiation Oncology,57
172,-307.32956,-1188.1317,"Chino, Junzo Paul",Radiation Oncology,57
173,1742.7501,121.020775,"Craciunescu, Oana",Radiation Oncology,57
174,2228.3513,299.1595,"Oldham, Mark",Radiation Oncology,57
175,491.43747,-28.984852,"Yan, Hui",Radiation Oncology,57
176,-666.0857,1050.3726,"Adcock, Rachel Alison",Psychiatry & Behavioral Sciences,55
177,-894.63025,760.93256,"LaBar, Kevin S.",Psychology and Neuroscience,56
178,-419.64816,1285.2769,"Huettel, Scott",Psychology and Neuroscience,56
179,-811.3332,1449.7084,"Mitroff, Stephen",Psychology and Neuroscience,56
180,287.302,301.28986,"Keefe, Richard S.E.",Psychiatry & Behavioral Sciences,55
181,424.32507,1594.0315,"Kollins, Scott Haden",Psychiatry & Behavioral Sciences,55
182,-835.70135,2283.9028,"Addington, Nicolas Michael",Mathematics,36
183,-993.18085,2138.7039,"Aspinwall, Paul Stephen",Mathematics,36
184,-1733.5829,826.6229,"Adelino, Manuel Neves",Fuqua School of Business,30
185,-74.09365,-832.94324,"Adibe, Obinna Ogochukwu",Surgery,68
186,834.2925,526.89233,"Agarwal, Pankaj K.",Computer Science,15
187,-121.86822,2020.0052,"Yang, Jun",Computer Science,15
188,-1585.7043,89.24226,"Clark, James S.",Environmental Sciences and Policy,28
189,-734.3189,993.1865,"Gelfand, Alan",Statistical Science,67
190,-462.34906,2377.0928,"Ahmed, Mohammad Waseem",Physics,51
191,-773.5338,2478.8574,"Wu, Ying",Physics,51
192,-331.3468,2204.4077,"Tornow, Werner",Physics,51
193,-248.41373,-427.6922,"Ahn, Seungkirl",Medicine,39
194,39.182205,-541.43506,"Lefkowitz, Robert J.",Medicine,39
195,-90.96821,-370.71146,"Shenoy, Sudha Kaup",Medicine,39
196,-449.68243,-474.06375,"Xiao, Kevin",Medicine,39
197,-1507.257,1360.9568,"Oas, Terrence Gilbert",Biochemistry,6
198,236.3667,364.38693,"Ake III, George Simpson",Psychiatry,54
199,530.07825,482.20673,"Briggs-King, Ernestine Cabady",Psychiatry,54
200,-781.2997,1329.3691,"Fairbank, John A.",Psychiatry,54
201,223.97617,631.0697,"Gerrity, Ellen Terese",Psychiatry,54
202,-1699.8456,-404.00357,"Amaya-Jackson, Lisa M.",Psychiatry,54
203,664.4056,822.7898,"Murphy, Robert A.",Psychiatry,54
204,899.11346,-1901.6653,"Alam, S. Munir",Medicine,39
205,1029.5096,-1975.6938,"Denny, Thomas Norton",Medicine,39
206,848.2947,-1978.1882,"Haynes, Barton Ford",Medicine,39
207,609.448,-1821.4728,"Kelsoe, Garnett H.",Immunology,33
208,803.6408,-2055.7473,"Liao, Hua-Xin",Medicine,39
209,513.45404,-1253.5306,"McClain, Micah Thomas",Medicine,39
210,916.98175,-2178.0906,"Moody, Michael Anthony",Pediatrics,48
211,901.1082,-2081.9983,"Tomaras, Georgia Doris",Surgery,68
212,629.7646,-1220.91,"Vandergrift, Nathan A.",Medicine,39
213,31.731575,-635.3094,"Walter Jr., Emmanuel Benjamin",Pediatrics,48
214,477.36758,-2049.7585,"Whitesides, John Franklin",Medicine,39
215,586.4567,-1379.1622,"Woods, Christopher Wildrick",Medicine,39
216,189.5346,-1403.9281,"Yu, Jae-Sung",Medicine,39
217,936.24896,-1998.0781,"Montefiori, David Charles",Surgery,68
218,597.2668,-1916.47,"Shen, Xiaoying",Medicine,39
219,823.5837,-2150.834,"Ferrari, Guido",Surgery,68
220,713.54065,-2049.2314,"Bonsignori, Mattia",Medicine,39
221,761.57764,-1971.346,"Verkoczy, Laurent Karl",Medicine,39
222,639.87445,-1993.4044,"Gao, Feng",Medicine,39
223,508.50928,-1918.1396,"Permar, Sallie Robey",Pediatrics,48
224,581.9298,1163.4801,"Zauscher, Stefan",Mechanical Engineering and Materials Science,37
225,18.88477,-1906.6827,"Spicer, Leonard D.",Radiology,58
226,-1459.3348,535.7363,"Erickson, Harold Paul",Cell Biology,10
227,-1097.1304,319.4412,"Ohashi, Tomoo",Cell Biology,10
228,688.3721,-1914.713,"LaBranche, Celia Crane",Surgery,68
229,-1813.1262,1063.1283,"Donald, Bruce Randall",Computer Science,15
230,-2209.1274,762.6692,"Alberts, Susan C.",Biology,7
231,-2122.487,566.38165,"Morris, William F.",Biology,7
232,-2128.6433,742.4323,"Pusey, Anne",Evolutionary Anthropology,29
233,-1383.6842,509.20392,"Tung, Jenny",Evolutionary Anthropology,29
234,-1850.575,506.61392,"Wray, Gregory Allan",Biology,7
235,-1075.2603,574.8184,"Mukherjee, Shayan",Statistical Science,67
236,-601.07153,532.8058,"Albertson, John D.",Civil and Environmental Engineering,12
237,-808.75433,-64.32778,"Katul, Gabriel G.",Environmental Sciences and Policy,28
238,-528.9992,1029.9913,"Marani, Marco",Earth and Ocean Sciences,23
239,-1110.5308,1079.4288,"Albright, Elizabeth A",Environmental Sciences and Policy,28
240,-386.40088,-1204.1559,"Alexander, Barbara Dudley",Medicine,39
241,-1136.1663,-971.90393,"Perfect, John Robert",Medicine,39
242,-426.55478,-1031.1263,"Reller, Lyman Barth",Pathology,47
243,-498.8946,-1082.147,"Schell, Wiley Alexander",Medicine,39
244,-831.04614,-952.3388,"Johnson, Melissa DePaoli",Medicine,39
245,-124.531044,-1197.1796,"Smith, Phillip Brian",Pediatrics,48
246,335.8868,-1404.6472,"Zaas, Aimee Kirsch",Medicine,39
247,-213.405,-1192.4448,"Benjamin Jr., Daniel Kelly",Pediatrics,48
248,-806.2047,-1035.3263,"Drew, Richard Howard",Medicine,39
249,13.863063,-904.6909,"Costa, Sylvia Fernandes de Castro",Medicine,39
250,-154.10158,-2493.9255,"Howell, David Noble",Pathology,47
251,3.381758,-123.23559,"Miller, Sara Elizabeth",Pathology,47
252,-31.335485,-1809.339,"Smith, Stephen Richard",Medicine,39
253,-264.56085,-655.3686,"Horan, Jennifer",Medicine,39
254,-669.2592,-2042.5305,"Alexander, John Hunter Peel",Medicine,39
255,-834.75995,-1980.9436,"Becker, Richard Clinton",Medicine,39
256,-698.12335,-1873.0214,"Povsic, Thomas Joseph",Medicine,39
257,-354.19235,-1259.5719,"Lopes, Renato Delascio",Medicine,39
258,-742.8495,-1987.5629,"Granger, Christopher Bull",Medicine,39
259,-951.2219,-2129.9858,"Rao, Sunil Vadlakonda",Medicine,39
260,-841.47766,-2121.2993,"Ohman, Erik Magnus",Medicine,39
261,-866.35785,-1863.5204,"Piccini Sr., Jonathan Paul",Medicine,39
262,-967.9554,-1450.2802,"Hasselblad, Victor",Biostatistics & Bioinformatics,9
263,-338.02145,-2422.094,"Levy, Jerrold Henry",Anesthesiology,2
264,-695.23486,-2152.4265,"Smith, Peter Kent",Surgery,68
265,-768.2635,-2047.4137,"Newby, Laura Kristin",Medicine,39
266,-585.95886,-1054.402,"Krucoff, Mitchell Wolfe",Medicine,39
267,-603.9973,-2458.182,"Mathew, Joseph P.",Anesthesiology,2
268,-488.3349,-2057.8608,"Newman, Mark Franklin",Anesthesiology,2
269,-179.1202,-705.69507,"Podgoreanu, Mihai V.",Anesthesiology,2
270,-494.89285,-2152.2756,"Al-Khalidi, Hussein Rashid",Biostatistics & Bioinformatics,9
271,933.11896,-1516.6547,"Green, Jennifer Brigitte",Medicine,39
272,-130.46059,-1516.5996,"Thomas, Laine Elliott",Biostatistics & Bioinformatics,9
273,-595.60706,-2167.7622,"Glower Jr., Donald D.",Surgery,68
274,-182.94725,-1587.9115,"Wang, Andrew",Medicine,39
275,-935.6523,-1956.616,"Al-Khatib, Sana Mustapha",Medicine,39
276,-865.3005,-2318.3357,"Patel, Manesh Raman",Medicine,39
277,-762.0871,-1590.6376,"Brennan, J. Matthew",Medicine,39
278,-605.02155,-1879.6493,"O'Brien, Sean Michael",Biostatistics & Bioinformatics,9
279,-876.1181,-1767.105,"Alexander, Karen Patton",Medicine,39
280,-884.892,-2222.645,"Roe, Matthew Todd",Medicine,39
281,-901.34875,-2042.4901,"Wang, Yu-Ping",Medicine,39
282,-451.95435,37.43439,"Atwater, Brett David",Medicine,39
283,216.68875,539.0673,"Bahnson, Tristram Dan",Medicine,39
284,-703.06647,-1258.85,"Daubert, James Patrick",Medicine,39
285,-473.0191,-783.4713,"Harrison, Robert William",Medicine,39
286,217.11151,-1029.255,"Jones, William Schuyler",Medicine,39
287,-308.13483,-1775.5303,"Daneshmand, Mani Ali",Surgery,68
288,-273.8921,-2345.026,"Velazquez, Eric Jose",Medicine,39
289,-781.33014,-1899.5668,"Tricoci, Pierluigi",Medicine,39
290,138.8164,-1940.9897,"Anstrom, Kevin J.",Biostatistics & Bioinformatics,9
291,1170.4626,-891.1603,"Chow, Shein-Chung",Biostatistics & Bioinformatics,9
292,-648.8824,-2359.4482,"Lee, Kerry L.",Biostatistics & Bioinformatics,9
293,1027.8402,-948.5856,"Pencina, Michael J",Biostatistics & Bioinformatics,9
294,-57.66276,-745.9333,"Mathews, Robin",Medicine,39
295,-864.0293,-1292.1942,"Allen LaPointe, Nancy Marie",Medicine,39
296,-449.1397,-1423.7847,"Melloni, Chiara",Medicine,39
297,-1640.1971,290.94705,"Bettger, Janet Prvu",School of Nursing,63
298,-953.47217,-1238.9906,"Coeytaux, Remy Rene",Community and Family Medicine,14
299,-867.70154,-1480.9735,"Dolor, Rowena Joy",Medicine,39
300,-716.6139,-734.68726,"Graffagnino, Carmelo",Neurology,43
301,295.10898,1105.8826,"Holsinger, Tracey C.",Psychiatry & Behavioral Sciences,55
302,-714.55743,-1068.2351,"Kong, David Franklin",Medicine,39
303,589.13354,-371.71344,"Kramer, Judith Mae",Medicine,39
304,-963.7957,-1837.7556,"Xian, Ying",Medicine,39
305,-630.6471,-766.8775,"Al-Hegelan, Mashael",Medicine,39
306,423.84653,-1967.3613,"Tighe, Robert Matthew",Medicine,39
307,-458.03244,-1641.7197,"Cheifetz, Ira Marc",Pediatrics,48
308,-57.772408,-157.58897,"Ozment, Caroline Pinson",Pediatrics,48
309,-487.97342,-1556.1682,"Rehder, Kyle Jason",Pediatrics,48
310,-549.84937,-1623.1761,"Turner, David Ashley",Pediatrics,48
311,-1113.0084,-570.4651,"Huang, Yuh-Chin Tony",Medicine,39
312,-132.16377,-1810.036,"MacIntyre Jr., Neil Ross",Medicine,39
313,-395.36334,-122.84379,"Ali-Osman, Francis",Surgery,68
314,1240.9905,-772.0255,"Ilyasova, Dora",Community and Family Medicine,14
315,-1098.7528,-33.460594,"Paschen, Wulf",Anesthesiology,2
316,-638.3243,-421.53564,"Pearlstein, Robert D.",Surgery,68
317,-1038.958,-93.93942,"Yang, Wei",Anesthesiology,2
318,1722.5895,-262.09723,"Dewhirst, Mark Wesley",Radiation Oncology,57
319,-823.0909,-2435.0122,"Hernandez, Adrian Felipe",Medicine,39
320,-766.2832,-1328.4323,"Thomas, Kevin Lindsey",Medicine,39
321,-377.23712,-1599.0773,"Jones, Robert H.",Surgery,68
322,-720.4384,-2259.989,"Mark, Daniel Benjamin",Medicine,39
323,-950.8667,-1552.9567,"Schmidler, Gillian Denise  Sanders",Medicine,39
324,-553.18353,-2325.6326,"Kim, Raymond J.",Medicine,39
325,-417.72806,-2381.6968,"Douglas, Pamela Susan",Medicine,39
326,859.2532,-737.4962,"Kosinski, Andrzej Stanislaw",Biostatistics & Bioinformatics,9
327,-649.6781,-1783.753,"Eapen, Zubin John",Medicine,39
328,-534.90643,-325.9535,"Hranitzky, Patrick M.",Medicine,39
329,-81.62875,-92.07415,"Koontz, Jason",Medicine,39
330,707.8257,-1165.9946,"Shah, Svati Hasmukh",Medicine,39
331,-582.0593,-1398.171,"Lokhnygina, Yuliya Vladimirovna",Biostatistics & Bioinformatics,9
332,-516.4113,-863.6476,"Jackson, Kevin Patrick",Medicine,39
333,-649.4372,-1126.5331,"Hegland, Donald Dale",Medicine,39
334,-205.21512,-494.93298,"Anderson, Monique",Medicine,39
335,-973.3908,-1152.0563,"Chatterjee, Ranee",Medicine,39
336,-663.59674,195.23817,"Dupre, Matthew Egan",Community and Family Medicine,14
337,-173.16148,-2716.1194,"Pun, Patrick Hank",Medicine,39
338,309.10175,-1638.6249,"Eisenstein, Eric Leo",Medicine,39
339,270.69092,-636.8001,"Johnson, Frederick Salvatore",Community and Family Medicine,14
340,333.4801,-712.6086,"Allen, Andrew Scott",Biostatistics & Bioinformatics,9
341,907.1617,-1303.8658,"Goldstein, David Benjamin",Molecular Genetics and Microbiology,40
342,832.5321,-1350.1105,"Heinzen-Cox, Erin Lynne",Medicine,39
343,582.8092,-957.30646,"Need, Anna Christina",Medicine,39
344,85.98714,-602.6064,"Shashi, Vandana",Pediatrics,48
345,12.176209,-798.12225,"Fowler Jr., Vance Garrison",Medicine,39
346,507.4993,-1665.277,"Allen, Barry W.",Anesthesiology,2
347,594.02344,-2085.229,"Piantadosi, Claude Anthony",Medicine,39
348,640.24243,-791.92017,"Kraus, William Erle",Medicine,39
349,1089.0109,-503.63815,"Dahl, Jeremy",Biomedical Engineering,8
350,1024.1963,-546.5412,"Trahey, Gregg E.",Biomedical Engineering,8
351,142.05415,-373.4783,"Li, Yi-Ju",Biostatistics & Bioinformatics,9
352,853.45764,-1134.9232,"Lien, Lillian Frances",Medicine,39
353,875.12634,-896.0906,"Lin, Pao-Hwa",Medicine,39
354,1010.02734,-1567.7184,"Svetkey, Laura Pat",Medicine,39
355,1465.305,-656.02423,"Blackwell, Kimberly Lynn",Medicine,39
356,1582.752,-1205.1638,"Kimmick, Gretchen Genevieve",Medicine,39
357,1791.9731,-388.73007,"Marcom, Paul Kelly",Medicine,39
358,1951.092,980.03375,"Turkington, Timothy Garvey",Radiology,58
359,294.50735,-520.64124,"Pieper, Carl F.",Biostatistics & Bioinformatics,9
360,-439.1785,-196.21051,"Allen, Kelli Dominick",Medicine,39
361,-684.9021,575.0186,"Coffman, Cynthia Jan",Biostatistics & Bioinformatics,9
362,396.2428,-174.13638,"Datta, Santanu Kumar",Medicine,39
363,-1358.8584,-905.7228,"Sperber, Nina",Medicine,39
364,517.95496,1760.5951,"Strauss, Jennifer Leigh",Psychiatry & Behavioral Sciences,55
365,513.93933,-576.92664,"Yancy Jr., William Samuel",Medicine,39
366,568.4754,-684.41113,"Edelman, David Edward",Medicine,39
367,740.5304,-641.72864,"Hall, Katherine Shepherd",Medicine,39
368,-228.58105,-276.9108,"Hoenig, Helen Marie",Medicine,39
369,-1059.4113,-1019.5326,"Maciejewski, Matthew Leonard",Medicine,39
370,1011.6628,-307.28833,"Voils, Corrine Ione",Medicine,39
371,1155.7753,1533.3315,"Goode, Adam Payne",Community and Family Medicine,14
372,777.74115,-789.3053,"Corsino, Leonor Adalgisa",Medicine,39
373,-658.85504,-140.97429,"Allen, Nancy Bates",Medicine,39
374,-677.56683,-587.3179,"St. Clair, Eugene William",Medicine,39
375,-1181.1328,-804.46674,"Clowse, Megan Elizabeth Bowles",Medicine,39
376,1022.3501,-621.1964,"Allen, Terrence Kelburn",Anesthesiology,2
377,-469.87274,-1969.3262,"Habib, Ashraf Samir",Anesthesiology,2
378,1094.4697,-853.66125,"Small, Maria Jacqueline",Obstetrics and Gynecology,44
